accuracy,loss,val_accuracy,val_loss,learning_rate
0.37528935074806213,1.860342025756836,0.251953125,2.0651698112487793,9.999999747378752e-05
0.43958333134651184,1.7491233348846436,0.06640625,2.3252291679382324,9.999999747378752e-05
0.4818865656852722,1.671529769897461,0.060546875,2.8647050857543945,9.999999747378752e-05
0.521064817905426,1.5951193571090698,0.08203125,2.5363528728485107,9.999999747378752e-05
0.5685763955116272,1.515401840209961,0.3125,1.9304605722427368,4.999999873689376e-05
0.590682864189148,1.4647345542907715,0.3740234375,1.9164648056030273,4.999999873689376e-05
0.6239583492279053,1.4100120067596436,0.53125,1.5446213483810425,4.999999873689376e-05
0.6337962746620178,1.3848903179168701,0.3388671875,1.9492336511611938,4.999999873689376e-05
0.667187511920929,1.328500509262085,0.484375,1.6239670515060425,4.999999873689376e-05
0.6840277910232544,1.2877568006515503,0.41015625,2.0318455696105957,4.999999873689376e-05
0.7197916507720947,1.225883960723877,0.5302734375,1.5928773880004883,2.499999936844688e-05
0.7279514074325562,1.1989039182662964,0.5576171875,1.5383368730545044,2.499999936844688e-05
0.7378472089767456,1.1808645725250244,0.556640625,1.5420093536376953,2.499999936844688e-05
0.7515046000480652,1.150234341621399,0.58984375,1.4605213403701782,2.499999936844688e-05
0.7589120268821716,1.1284358501434326,0.54296875,1.5826448202133179,2.499999936844688e-05
0.7683448791503906,1.1130964756011963,0.5751953125,1.4917274713516235,2.499999936844688e-05
0.7769675850868225,1.0934839248657227,0.59765625,1.4989334344863892,2.499999936844688e-05
0.7929976582527161,1.0652934312820435,0.599609375,1.5392357110977173,1.249999968422344e-05
0.7984374761581421,1.0505295991897583,0.603515625,1.486541986465454,1.249999968422344e-05
0.8044559955596924,1.040945291519165,0.5966796875,1.4431853294372559,1.249999968422344e-05
0.8114004731178284,1.0319396257400513,0.5810546875,1.5616214275360107,1.249999968422344e-05
0.8146990537643433,1.0186798572540283,0.6015625,1.5054945945739746,1.249999968422344e-05
0.821064829826355,1.0116376876831055,0.6298828125,1.4436312913894653,1.249999968422344e-05
0.8271991014480591,0.9966614842414856,0.63671875,1.397096872329712,6.24999984211172e-06
0.8282986283302307,0.9884774684906006,0.6201171875,1.4548529386520386,6.24999984211172e-06
0.8292245268821716,0.984230101108551,0.6005859375,1.4790797233581543,6.24999984211172e-06
0.8363425731658936,0.9757339954376221,0.6142578125,1.4247546195983887,6.24999984211172e-06
0.8377893567085266,0.9722315073013306,0.6083984375,1.4358657598495483,3.12499992105586e-06
0.840624988079071,0.96662837266922,0.6162109375,1.437126636505127,3.12499992105586e-06
0.8449074029922485,0.9590811133384705,0.62890625,1.4376161098480225,3.12499992105586e-06
