accuracy,loss,val_accuracy,val_loss
0.37894779443740845,1.29912531375885,0.48934659361839294,1.1423062086105347
0.5081033706665039,1.1225391626358032,0.53125,1.0884114503860474
0.5760471820831299,0.9775323271751404,0.5625,0.9908495545387268
0.6365940570831299,0.859352707862854,0.53125,1.2228320837020874
0.6781083941459656,0.7741765975952148,0.5717329382896423,1.000195860862732
0.7186669111251831,0.673524022102356,0.6079545617103577,0.977142870426178
0.7568151354789734,0.592772364616394,0.6676136255264282,0.8431577682495117
0.7884806990623474,0.525177538394928,0.6676136255264282,0.8720088601112366
0.8160737752914429,0.4567263722419739,0.6882102489471436,0.8567741513252258
0.840467095375061,0.3998519480228424,0.6995738744735718,0.8750676512718201
0.8637383580207825,0.3498871922492981,0.6988636255264282,0.9314717650413513
0.8771193623542786,0.31132107973098755,0.7059659361839294,0.9109346270561218
0.896484375,0.27159383893013,0.7180397510528564,0.9747473001480103
0.9083278179168701,0.24053367972373962,0.7201704382896423,1.0249738693237305
0.9213348031044006,0.20864981412887573,0.7230113744735718,1.061446189880371
